pruid,prname,prnameFR,date,reporting_week,reporting_year,update,numcases_total,numcases_weekly,ratecases_total,numdeaths_total,numdeaths_weekly,ratedeaths_total,ratecases_last7,ratedeaths_last7,numcases_last14,numdeaths_last14,ratecases_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
47,Saskatchewan,Saskatchewan,2020-10-03,40,2020,0,1954,91,165.62,24,0,2.03,7.71,0.00,167,0,14.15,0,13.00,1.10,0.00,0.00
60,Yukon,Yukon,2020-10-03,40,2020,0,15,0,34.90,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
48,Alberta,Alberta,2020-10-10,41,2020,0,19994,1638,450.02,282,10,6.35,36.87,0.23,2652,21,59.69,0.47,234.00,5.27,1.43,0.03
59,British Columbia,Colombie-Britannique,2020-10-10,41,2020,0,10184,804,195.29,245,7,4.7,15.42,0.13,1544,15,29.61,0.29,114.86,2.20,1.00,0.02
1,Canada,Canada,2020-10-10,41,2020,0,143709,12668,611.03,8914,118,37.9,53.86,0.50,23336,294,99.22,1.25,1809.71,7.69,16.86,0.07
46,Manitoba,Manitoba,2020-10-10,41,2020,0,2524,416,182.40,32,10,2.31,30.06,0.72,695,13,50.23,0.94,59.43,4.29,1.43,0.10
13,New Brunswick,Nouveau-Brunswick,2020-10-10,41,2020,0,258,57,32.69,2,0,0.25,7.22,0.00,58,0,7.35,0,8.14,1.03,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-10,41,2020,0,282,6,54.17,4,0,0.77,1.15,0.00,10,1,1.92,0.19,0.86,0.16,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-10-10,41,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-10-10,41,2020,0,1092,3,110.07,65,0,6.55,0.30,0.00,5,0,0.5,0,0.43,0.04,0.00,0.00
62,Nunavut,Nunavut,2020-10-10,41,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-10-10,41,2020,0,58487,4857,394.48,2964,35,19.99,32.76,0.24,9150,165,61.71,1.11,693.86,4.68,5.00,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-10,41,2020,0,61,2,37.12,0,0,0,1.22,0.00,3,0,1.83,0,0.29,0.17,0.00,0.00
24,Quebec,Québec,2020-10-10,41,2020,0,85190,7811,990.06,5950,83,69.15,90.78,0.96,14186,129,164.87,1.5,1115.86,12.97,11.86,0.14
47,Saskatchewan,Saskatchewan,2020-10-10,41,2020,0,2068,114,175.28,24,0,2.03,9.66,0.00,205,0,17.38,0,16.29,1.38,0.00,0.00
60,Yukon,Yukon,2020-10-10,41,2020,0,15,0,34.90,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
48,Alberta,Alberta,2020-10-17,42,2020,0,21774,1780,490.09,288,6,6.48,40.06,0.14,3418,16,76.93,0.36,254.29,5.72,0.86,0.02
59,British Columbia,Colombie-Britannique,2020-10-17,42,2020,0,11188,1004,214.54,251,6,4.81,19.25,0.12,1808,13,34.67,0.25,143.43,2.75,0.86,0.02
1,Canada,Canada,2020-10-17,42,2020,0,156038,12329,663.45,9031,117,38.4,52.42,0.50,24997,235,106.28,1,1761.29,7.49,16.71,0.07
46,Manitoba,Manitoba,2020-10-17,42,2020,0,3258,734,235.44,38,6,2.75,53.04,0.43,1150,16,83.11,1.16,104.86,7.58,0.86,0.06
13,New Brunswick,Nouveau-Brunswick,2020-10-17,42,2020,0,305,47,38.65,2,0,0.25,5.96,0.00,104,0,13.18,0,6.71,0.85,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-17,42,2020,0,287,5,55.13,4,0,0.77,0.96,0.00,11,0,2.11,0,0.71,0.14,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-10-17,42,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-10-17,42,2020,0,1095,3,110.38,65,0,6.55,0.30,0.00,6,0,0.6,0,0.43,0.04,0.00,0.00
62,Nunavut,Nunavut,2020-10-17,42,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-10-17,42,2020,0,63710,5223,429.71,2999,35,20.23,35.23,0.24,10080,70,67.99,0.47,746.14,5.03,5.00,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-17,42,2020,0,63,2,38.34,0,0,0,1.22,0.00,4,0,2.43,0,0.29,0.17,0.00,0.00
24,Quebec,Québec,2020-10-17,42,2020,0,92296,7106,1072.65,6032,82,70.1,82.58,0.95,14917,165,173.36,1.92,1015.14,11.80,11.71,0.14
47,Saskatchewan,Saskatchewan,2020-10-17,42,2020,0,2306,238,195.45,25,1,2.12,20.17,0.08,352,1,29.83,0.08,34.00,2.88,0.14,0.01
60,Yukon,Yukon,2020-10-17,42,2020,0,15,0,34.90,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
48,Alberta,Alberta,2020-10-24,43,2020,0,24260,2486,546.04,300,12,6.75,55.95,0.27,4266,18,96.02,0.41,355.14,7.99,1.71,0.04
59,British Columbia,Colombie-Britannique,2020-10-24,43,2020,0,12553,1365,240.72,256,5,4.91,26.18,0.10,2369,11,45.43,0.21,195.00,3.74,0.71,0.01
1,Canada,Canada,2020-10-24,43,2020,0,168603,12565,716.87,9172,141,39,53.42,0.60,24894,258,105.85,1.1,1795.00,7.63,20.14,0.09
46,Manitoba,Manitoba,2020-10-24,43,2020,0,4088,830,295.43,50,12,3.61,59.98,0.87,1564,18,113.02,1.3,118.57,8.57,1.71,0.12
13,New Brunswick,Nouveau-Brunswick,2020-10-24,43,2020,0,326,21,41.31,4,2,0.51,2.66,0.25,68,2,8.62,0.25,3.00,0.38,0.29,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-24,43,2020,0,289,2,55.52,4,0,0.77,0.38,0.00,7,0,1.34,0,0.29,0.05,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-10-24,43,2020,0,9,4,19.78,0,0,0,8.79,0.00,4,0,8.79,0,0.57,1.26,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-10-24,43,2020,0,1100,5,110.88,65,0,6.55,0.50,0.00,8,0,0.81,0,0.71,0.07,0.00,0.00
62,Nunavut,Nunavut,2020-10-24,43,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-10-24,43,2020,0,69328,5618,467.60,3040,41,20.5,37.89,0.28,10841,76,73.12,0.51,802.57,5.41,5.86,0.04
11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-24,43,2020,0,64,1,38.95,0,0,0,0.61,0.00,3,0,1.83,0,0.14,0.09,0.00,0.00
24,Quebec,Québec,2020-10-24,43,2020,0,99234,6938,1153.28,6132,100,71.27,80.63,1.16,14044,182,163.22,2.12,991.14,11.52,14.29,0.17
47,Saskatchewan,Saskatchewan,2020-10-24,43,2020,0,2669,363,226.22,25,0,2.12,30.77,0.00,601,1,50.94,0.08,51.86,4.40,0.00,0.00
60,Yukon,Yukon,2020-10-24,43,2020,0,20,5,46.53,0,0,0,11.63,0.00,5,0,11.63,0,0.71,1.66,0.00,0.00
48,Alberta,Alberta,2020-10-31,44,2020,0,28244,3984,635.71,323,23,7.27,89.67,0.52,6470,35,145.63,0.79,569.14,12.81,3.29,0.07
59,British Columbia,Colombie-Britannique,2020-10-31,44,2020,0,14732,2179,282.50,263,7,5.04,41.78,0.13,3544,12,67.96,0.23,311.29,5.97,1.00,0.02
1,Canada,Canada,2020-10-31,44,2020,0,181787,13184,772.93,9332,160,39.68,56.06,0.68,25749,301,109.48,1.28,1883.43,8.01,22.86,0.10
46,Manitoba,Manitoba,2020-10-31,44,2020,0,5723,1635,413.58,67,17,4.84,118.16,1.23,2465,29,178.14,2.1,233.57,16.88,2.43,0.18
13,New Brunswick,Nouveau-Brunswick,2020-10-31,44,2020,0,343,17,43.46,6,2,0.76,2.15,0.25,38,4,4.81,0.51,2.43,0.31,0.29,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-31,44,2020,0,291,2,55.90,4,0,0.77,0.38,0.00,4,0,0.77,0,0.29,0.05,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-10-31,44,2020,0,10,1,21.98,0,0,0,2.20,0.00,5,0,10.99,0,0.14,0.31,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-10-31,44,2020,0,1109,9,111.79,65,0,6.55,0.91,0.00,14,0,1.41,0,1.29,0.13,0.00,0.00
62,Nunavut,Nunavut,2020-10-31,44,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-10-31,44,2020,0,75727,6399,510.76,3085,45,20.81,43.16,0.30,12017,86,81.05,0.58,914.14,6.17,6.43,0.04
11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-31,44,2020,0,64,0,38.95,0,0,0,0.00,0.00,1,0,0.61,0,0.00,0.00,0.00,0.00
24,Quebec,Québec,2020-10-31,44,2020,0,106015,6781,1232.09,6246,114,72.59,78.81,1.32,13719,214,159.44,2.49,968.71,11.26,16.29,0.19
47,Saskatchewan,Saskatchewan,2020-10-31,44,2020,0,3144,475,266.48,25,0,2.12,40.26,0.00,838,0,71.03,0,67.86,5.75,0.00,0.00
60,Yukon,Yukon,2020-10-31,44,2020,0,23,3,53.51,1,1,2.33,6.98,2.33,8,1,18.61,2.33,0.43,1.00,0.14,0.33
48,Alberta,Alberta,2020-11-07,45,2020,0,32776,4532,737.72,357,34,8.04,102.01,0.77,8516,57,191.68,1.28,647.43,14.57,4.86,0.11
59,British Columbia,Colombie-Britannique,2020-11-07,45,2020,0,17715,2983,339.71,276,13,5.29,57.20,0.25,5162,20,98.99,0.38,426.14,8.17,1.86,0.04
1,Canada,Canada,2020-11-07,45,2020,0,196289,14502,834.59,9596,264,40.8,61.66,1.12,27686,424,117.72,1.8,2071.71,8.81,37.71,0.16
46,Manitoba,Manitoba,2020-11-07,45,2020,0,7689,1966,555.66,103,36,7.44,142.08,2.60,3601,53,260.23,3.83,280.86,20.30,5.14,0.37
13,New Brunswick,Nouveau-Brunswick,2020-11-07,45,2020,0,353,10,44.73,6,0,0.76,1.27,0.00,27,2,3.42,0.25,1.43,0.18,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-07,45,2020,0,296,5,56.86,4,0,0.77,0.96,0.00,7,0,1.34,0,0.71,0.14,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-07,45,2020,0,10,0,21.98,0,0,0,0.00,0.00,1,0,2.2,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-11-07,45,2020,0,1125,16,113.40,65,0,6.55,1.61,0.00,25,0,2.52,0,2.29,0.23,0.00,0.00
62,Nunavut,Nunavut,2020-11-07,45,2020,0,1,1,2.54,0,0,0,2.54,0.00,1,0,2.54,0,0.14,0.36,0.00,0.00
35,Ontario,Ontario,2020-11-07,45,2020,0,82822,7095,558.62,3164,79,21.34,47.85,0.53,13494,124,91.01,0.84,1013.57,6.84,11.29,0.08
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-07,45,2020,0,66,2,40.17,0,0,0,1.22,0.00,2,0,1.22,0,0.29,0.17,0.00,0.00
24,Quebec,Québec,2020-11-07,45,2020,0,113422,7407,1318.17,6431,185,74.74,86.08,2.15,14188,299,164.89,3.47,1058.14,12.30,26.43,0.31
47,Saskatchewan,Saskatchewan,2020-11-07,45,2020,0,3738,594,316.82,27,2,2.29,50.35,0.17,1069,2,90.61,0.17,84.86,7.19,0.29,0.02
60,Yukon,Yukon,2020-11-07,45,2020,0,23,0,53.51,1,0,2.33,0.00,0.00,3,1,6.98,2.33,0.00,0.00,0.00,0.00
48,Alberta,Alberta,2020-11-14,46,2020,0,38337,5561,862.89,401,44,9.03,125.17,0.99,10093,78,227.17,1.76,794.43,17.88,6.29,0.14
59,British Columbia,Colombie-Britannique,2020-11-14,46,2020,0,21638,3923,414.93,290,14,5.56,75.23,0.27,6906,27,132.43,0.52,560.43,10.75,2.00,0.04
1,Canada,Canada,2020-11-14,46,2020,0,215451,19162,916.06,9886,290,42.03,81.47,1.23,33664,554,143.13,2.36,2737.43,11.64,41.43,0.18
46,Manitoba,Manitoba,2020-11-14,46,2020,0,10453,2764,755.40,152,49,10.98,199.74,3.54,4730,85,341.82,6.14,394.86,28.53,7.00,0.51
13,New Brunswick,Nouveau-Brunswick,2020-11-14,46,2020,0,364,11,46.12,6,0,0.76,1.39,0.00,21,0,2.66,0,1.57,0.20,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-14,46,2020,0,301,5,57.82,4,0,0.77,0.96,0.00,10,0,1.92,0,0.71,0.14,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-14,46,2020,0,15,5,32.96,0,0,0,10.99,0.00,5,0,10.99,0,0.71,1.57,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-11-14,46,2020,0,1142,17,115.11,65,0,6.55,1.71,0.00,33,0,3.33,0,2.43,0.24,0.00,0.00
62,Nunavut,Nunavut,2020-11-14,46,2020,0,4,3,10.15,0,0,0,7.61,0.00,4,0,10.15,0,0.43,1.09,0.00,0.00
35,Ontario,Ontario,2020-11-14,46,2020,0,92758,9936,625.63,3274,110,22.08,67.02,0.74,17031,189,114.87,1.27,1419.43,9.57,15.71,0.11
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-14,46,2020,0,68,2,41.38,0,0,0,1.22,0.00,4,0,2.43,0,0.29,0.17,0.00,0.00
24,Quebec,Québec,2020-11-14,46,2020,0,122642,9220,1425.32,6611,180,76.83,107.15,2.09,16627,365,193.24,4.24,1317.14,15.31,25.71,0.30
47,Saskatchewan,Saskatchewan,2020-11-14,46,2020,0,4820,1082,408.53,29,2,2.46,91.71,0.17,1676,4,142.05,0.34,154.57,13.10,0.29,0.02
60,Yukon,Yukon,2020-11-14,46,2020,0,24,1,55.83,1,0,2.33,2.33,0.00,1,0,2.33,0,0.14,0.33,0.00,0.00
48,Alberta,Alberta,2020-11-21,47,2020,0,45287,6950,1019.32,471,70,10.6,156.43,1.58,12511,114,281.6,2.57,992.86,22.35,10.00,0.23
59,British Columbia,Colombie-Britannique,2020-11-21,47,2020,0,26186,4548,502.15,331,41,6.35,87.21,0.79,8471,55,162.44,1.05,649.71,12.46,5.86,0.11
1,Canada,Canada,2020-11-21,47,2020,0,233318,17867,992.03,10216,330,43.44,75.97,1.40,37029,620,157.44,2.64,2552.43,10.85,47.14,0.20
46,Manitoba,Manitoba,2020-11-21,47,2020,0,13304,2851,961.43,217,65,15.68,206.03,4.70,5615,114,405.78,8.24,407.29,29.43,9.29,0.67
13,New Brunswick,Nouveau-Brunswick,2020-11-21,47,2020,0,424,60,53.72,6,0,0.76,7.60,0.00,71,0,9,0,8.57,1.09,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-21,47,2020,0,316,15,60.70,4,0,0.77,2.88,0.00,20,0,3.84,0,2.14,0.41,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-21,47,2020,0,15,0,32.96,0,0,0,0.00,0.00,5,0,10.99,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-11-21,47,2020,0,1168,26,117.74,65,0,6.55,2.62,0.00,43,0,4.33,0,3.71,0.37,0.00,0.00
62,Nunavut,Nunavut,2020-11-21,47,2020,0,109,105,276.63,0,0,0,266.48,0.00,108,0,274.09,0,15.00,38.07,0.00,0.00
35,Ontario,Ontario,2020-11-21,47,2020,0,102375,9617,690.50,3409,135,22.99,64.86,0.91,19553,245,131.88,1.65,1373.86,9.27,19.29,0.13
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-21,47,2020,0,68,0,41.38,0,0,0,0.00,0.00,2,0,1.22,0,0.00,0.00,0.00,0.00
24,Quebec,Québec,2020-11-21,47,2020,0,130887,8245,1521.15,6806,195,79.1,95.82,2.27,17465,375,202.98,4.36,1177.86,13.69,27.86,0.32
47,Saskatchewan,Saskatchewan,2020-11-21,47,2020,0,6237,1417,528.63,33,4,2.8,120.10,0.34,2499,6,211.81,0.51,202.43,17.16,0.57,0.05
60,Yukon,Yukon,2020-11-21,47,2020,0,29,5,67.46,1,0,2.33,11.63,0.00,6,0,13.96,0,0.71,1.66,0.00,0.00
48,Alberta,Alberta,2020-11-28,48,2020,0,54835,9548,1234.22,524,53,11.79,214.91,1.19,16498,123,371.34,2.77,1364.00,30.70,7.57,0.17
59,British Columbia,Colombie-Britannique,2020-11-28,48,2020,0,31633,5447,606.60,410,79,7.86,104.45,1.51,9995,120,191.67,2.3,778.14,14.92,11.29,0.22
1,Canada,Canada,2020-11-28,48,2020,0,252749,19431,1074.65,10570,354,44.94,82.62,1.51,37298,684,158.58,2.91,2775.86,11.80,50.57,0.22
46,Manitoba,Manitoba,2020-11-28,48,2020,0,16118,2814,1164.79,290,73,20.96,203.36,5.28,5665,138,409.39,9.97,402.00,29.05,10.43,0.75
13,New Brunswick,Nouveau-Brunswick,2020-11-28,48,2020,0,481,57,60.95,7,1,0.89,7.22,0.13,117,1,14.82,0.13,8.14,1.03,0.14,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-28,48,2020,0,333,17,63.97,4,0,0.77,3.27,0.00,32,0,6.15,0,2.43,0.47,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-28,48,2020,0,15,0,32.96,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-11-28,48,2020,0,1280,112,129.03,65,0,6.55,11.29,0.00,138,0,13.91,0,16.00,1.61,0.00,0.00
62,Nunavut,Nunavut,2020-11-28,48,2020,0,164,55,416.21,0,0,0,139.58,0.00,160,0,406.06,0,7.86,19.94,0.00,0.00
35,Ontario,Ontario,2020-11-28,48,2020,0,113035,10660,762.40,3548,139,23.93,71.90,0.94,20277,274,136.76,1.85,1522.86,10.27,19.86,0.13
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-28,48,2020,0,72,4,43.82,0,0,0,2.43,0.00,4,0,2.43,0,0.57,0.35,0.00,0.00
24,Quebec,Québec,2020-11-28,48,2020,0,139642,8755,1622.90,7021,215,81.6,101.75,2.50,17000,410,197.57,4.76,1250.71,14.54,30.71,0.36
47,Saskatchewan,Saskatchewan,2020-11-28,48,2020,0,7888,1651,668.56,45,12,3.81,139.93,1.02,3068,16,260.03,1.36,235.86,19.99,1.71,0.15
60,Yukon,Yukon,2020-11-28,48,2020,0,45,16,104.69,1,0,2.33,37.22,0.00,21,0,48.85,0,2.29,5.32,0.00,0.00
48,Alberta,Alberta,2020-12-05,49,2020,0,66729,11894,1501.93,596,72,13.41,267.71,1.62,21442,125,482.61,2.81,1699.14,38.24,10.29,0.23
59,British Columbia,Colombie-Britannique,2020-12-05,49,2020,0,36778,5145,705.26,510,100,9.78,98.66,1.92,10592,179,203.11,3.43,735.00,14.09,14.29,0.27
1,Canada,Canada,2020-12-05,49,2020,0,275370,22621,1170.83,10909,339,46.38,96.18,1.44,42052,693,178.8,2.95,3231.57,13.74,48.43,0.21
46,Manitoba,Manitoba,2020-12-05,49,2020,0,18423,2305,1331.37,381,91,27.53,166.57,6.58,5119,164,369.93,11.85,329.29,23.80,13.00,0.94
13,New Brunswick,Nouveau-Brunswick,2020-12-05,49,2020,0,530,49,67.15,7,0,0.89,6.21,0.00,106,1,13.43,0.13,7.00,0.89,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-12-05,49,2020,0,347,14,66.66,4,0,0.77,2.69,0.00,31,0,5.96,0,2.00,0.38,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-12-05,49,2020,0,15,0,32.96,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-12-05,49,2020,0,1364,84,137.49,65,0,6.55,8.47,0.00,196,0,19.76,0,12.00,1.21,0.00,0.00
62,Nunavut,Nunavut,2020-12-05,49,2020,0,214,50,543.11,0,0,0,126.89,0.00,105,0,266.48,0,7.14,18.13,0.00,0.00
35,Ontario,Ontario,2020-12-05,49,2020,0,125382,12347,845.67,3677,129,24.8,83.28,0.87,23007,268,155.18,1.81,1763.86,11.90,18.43,0.12
11,Prince Edward Island,Île-du-Prince-Édouard,2020-12-05,49,2020,0,76,4,46.25,0,0,0,2.43,0.00,8,0,4.87,0,0.57,0.35,0.00,0.00
24,Quebec,Québec,2020-12-05,49,2020,0,149907,10265,1742.19,7231,210,84.04,119.30,2.44,19020,425,221.05,4.94,1466.43,17.04,30.00,0.35
47,Saskatchewan,Saskatchewan,2020-12-05,49,2020,0,9729,1841,824.60,55,10,4.66,156.04,0.85,3492,22,295.97,1.86,263.00,22.29,1.43,0.12
60,Yukon,Yukon,2020-12-05,49,2020,0,54,9,125.62,1,0,2.33,20.94,0.00,25,0,58.16,0,1.29,2.99,0.00,0.00
48,Alberta,Alberta,2020-12-12,50,2020,0,78381,11652,1764.19,697,101,15.69,262.26,2.27,23546,173,529.97,3.89,1664.57,37.47,14.43,0.32
59,British Columbia,Colombie-Britannique,2020-12-12,50,2020,0,41494,4716,795.70,626,116,12,90.43,2.22,9861,216,189.1,4.14,673.71,12.92,16.57,0.32
1,Canada,Canada,2020-12-12,50,2020,0,300512,25142,1277.73,11323,414,48.14,106.90,1.76,47763,753,203.08,3.2,3591.71,15.27,59.14,0.25
46,Manitoba,Manitoba,2020-12-12,50,2020,0,20750,2327,1499.53,483,102,34.9,168.16,7.37,4632,193,334.74,13.95,332.43,24.02,14.57,1.05
13,New Brunswick,Nouveau-Brunswick,2020-12-12,50,2020,0,555,25,70.32,8,1,1.01,3.17,0.13,74,1,9.38,0.13,3.57,0.45,0.14,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-12-12,50,2020,0,358,11,68.77,4,0,0.77,2.11,0.00,25,0,4.8,0,1.57,0.30,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-12-12,50,2020,0,21,6,46.15,0,0,0,13.19,0.00,6,0,13.19,0,0.86,1.88,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-12-12,50,2020,0,1409,45,142.03,65,0,6.55,4.54,0.00,129,0,13,0,6.43,0.65,0.00,0.00
62,Nunavut,Nunavut,2020-12-12,50,2020,0,247,33,626.86,0,0,0,83.75,0.00,83,0,210.64,0,4.71,11.96,0.00,0.00
35,Ontario,Ontario,2020-12-12,50,2020,0,138501,13119,934.16,3847,170,25.95,88.48,1.15,25466,299,171.76,2.02,1874.14,12.64,24.29,0.16
11,Prince Edward Island,Île-du-Prince-Édouard,2020-12-12,50,2020,0,89,13,54.16,0,0,0,7.91,0.00,17,0,10.35,0,1.86,1.13,0.00,0.00
24,Quebec,Québec,2020-12-12,50,2020,0,161920,12013,1881.81,7475,244,86.87,139.61,2.84,22278,454,258.91,5.28,1716.14,19.94,34.86,0.41
47,Saskatchewan,Saskatchewan,2020-12-12,50,2020,0,11747,2018,995.64,86,31,7.29,171.04,2.63,3859,41,327.08,3.48,288.29,24.43,4.43,0.38
60,Yukon,Yukon,2020-12-12,50,2020,0,58,4,134.93,1,0,2.33,9.31,0.00,13,0,30.24,0,0.57,1.33,0.00,0.00
48,Alberta,Alberta,2020-12-19,51,2020,0,88932,10551,2001.68,841,144,18.93,237.48,3.24,22203,245,499.74,5.51,1507.29,33.93,20.57,0.46
59,British Columbia,Colombie-Britannique,2020-12-19,51,2020,0,46051,4557,883.08,752,126,14.42,87.39,2.42,9273,242,177.82,4.64,651.00,12.48,18.00,0.35
1,Canada,Canada,2020-12-19,51,2020,0,328544,28032,1396.91,11748,425,49.95,119.19,1.81,53174,839,226.09,3.57,4004.57,17.03,60.71,0.26
46,Manitoba,Manitoba,2020-12-19,51,2020,0,22630,1880,1635.39,556,73,40.18,135.86,5.28,4207,175,304.03,12.65,268.57,19.41,10.43,0.75
13,New Brunswick,Nouveau-Brunswick,2020-12-19,51,2020,0,574,19,72.73,8,0,1.01,2.41,0.00,44,1,5.58,0.13,2.71,0.34,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-12-19,51,2020,0,380,22,73.00,4,0,0.77,4.23,0.00,33,0,6.34,0,3.14,0.60,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-12-19,51,2020,0,24,3,52.74,0,0,0,6.59,0.00,9,0,19.78,0,0.43,0.94,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-12-19,51,2020,0,1443,34,145.46,65,0,6.55,3.43,0.00,79,0,7.96,0,4.86,0.49,0.00,0.00
62,Nunavut,Nunavut,2020-12-19,51,2020,0,259,12,657.31,0,0,0,30.45,0.00,45,0,114.2,0,1.71,4.35,0.00,0.00
35,Ontario,Ontario,2020-12-19,51,2020,0,153611,15110,1036.07,4032,185,27.19,101.91,1.25,28229,355,190.4,2.39,2158.57,14.56,26.43,0.18
11,Prince Edward Island,Île-du-Prince-Édouard,2020-12-19,51,2020,0,91,2,55.38,0,0,0,1.22,0.00,15,0,9.13,0,0.29,0.17,0.00,0.00
24,Quebec,Québec,2020-12-19,51,2020,0,174838,12918,2031.94,7715,240,89.66,150.13,2.79,24931,484,289.74,5.62,1845.43,21.45,34.29,0.40
47,Saskatchewan,Saskatchewan,2020-12-19,51,2020,0,13327,1580,1129.56,115,29,9.75,133.92,2.46,3598,60,304.96,5.09,225.71,19.13,4.14,0.35
60,Yukon,Yukon,2020-12-19,51,2020,0,59,1,137.25,1,0,2.33,2.33,0.00,5,0,11.63,0,0.14,0.33,0.00,0.00
48,Alberta,Alberta,2020-12-26,52,2020,0,96892,7960,2180.84,955,114,21.5,179.16,2.57,18511,258,416.64,5.81,1137.14,25.59,16.29,0.37
59,British Columbia,Colombie-Britannique,2020-12-26,52,2020,0,49567,3516,950.51,847,95,16.24,67.42,1.82,8073,221,154.81,4.24,502.29,9.63,13.57,0.26
1,Canada,Canada,2020-12-26,52,2020,0,359867,31323,1530.09,12270,522,52.17,133.18,2.22,59355,947,252.37,4.03,4474.71,19.03,74.57,0.32
46,Manitoba,Manitoba,2020-12-26,52,2020,0,23624,994,1707.23,617,61,44.59,71.83,4.41,2874,134,207.69,9.68,142.00,10.26,8.71,0.63
13,New Brunswick,Nouveau-Brunswick,2020-12-26,52,2020,0,590,16,74.76,8,0,1.01,2.03,0.00,35,0,4.43,0,2.29,0.29,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-12-26,52,2020,0,384,4,73.77,4,0,0.77,0.77,0.00,26,0,4.99,0,0.57,0.11,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-12-26,52,2020,0,24,0,52.74,0,0,0,0.00,0.00,3,0,6.59,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-12-26,52,2020,0,1465,22,147.67,65,0,6.55,2.22,0.00,56,0,5.64,0,3.14,0.32,0.00,0.00
