pruid,prname,prnameFR,date,reporting_week,reporting_year,update,numcases_total,numcases_weekly,ratecases_total,numdeaths_total,numdeaths_weekly,ratedeaths_total,ratecases_last7,ratedeaths_last7,numcases_last14,numdeaths_last14,ratecases_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
59,British Columbia,Colombie-Britannique,2021-04-24,16,2021,0,124638,6532,2390.08,1563,33,29.97,125.26,0.63,13816,59,264.94,1.13,933.14,17.89,4.71,0.09
1,Canada,Canada,2021-04-24,16,2021,0,785334,36854,3339.11,18533,260,78.8,156.70,1.11,78209,478,332.53,2.03,5264.86,22.39,37.14,0.16
46,Manitoba,Manitoba,2021-04-24,16,2021,0,37339,1350,2698.36,967,9,69.88,97.56,0.65,2238,18,161.73,1.3,192.86,13.94,1.29,0.09
13,New Brunswick,Nouveau-Brunswick,2021-04-24,16,2021,0,1847,69,234.03,35,2,4.43,8.74,0.25,134,2,16.98,0.25,9.86,1.25,0.29,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-24,16,2021,0,1056,14,202.86,6,0,1.15,2.69,0.00,27,0,5.19,0,2.00,0.38,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-24,16,2021,0,48,5,105.49,0,0,0,10.99,0.00,5,0,10.99,0,0.71,1.57,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-04-24,16,2021,0,1990,190,200.59,67,0,6.75,19.15,0.00,227,1,22.88,0.1,27.14,2.74,0.00,0.00
62,Nunavut,Nunavut,2021-04-24,16,2021,0,448,34,1136.97,4,0,10.15,86.29,0.00,53,0,134.51,0,4.86,12.33,0.00,0.00
35,Ontario,Ontario,2021-04-24,16,2021,0,441401,28659,2977.15,7663,184,51.69,193.30,1.24,59252,346,399.64,2.33,4094.14,27.61,26.29,0.18
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-24,16,2021,0,175,8,106.50,0,0,0,4.87,0.00,13,0,7.91,0,1.14,0.70,0.00,0.00
24,Quebec,Québec,2021-04-24,16,2021,0,343793,8186,3995.50,10869,76,126.32,95.14,0.88,18946,132,220.19,1.53,1169.43,13.59,10.86,0.13
47,Saskatchewan,Saskatchewan,2021-04-24,16,2021,0,39683,1812,3363.41,473,9,40.09,153.58,0.76,3699,20,313.52,1.7,258.86,21.94,1.29,0.11
60,Yukon,Yukon,2021-04-24,16,2021,0,80,4,186.11,1,0,2.33,9.31,0.00,6,0,13.96,0,0.57,1.33,0.00,0.00
48,Alberta,Alberta,2021-05-01,17,2021,0,193166,12798,4347.77,2083,19,46.88,288.06,0.43,23888,46,537.67,1.04,1828.29,41.15,2.71,0.06
59,British Columbia,Colombie-Britannique,2021-05-01,17,2021,0,130316,5678,2498.96,1581,18,30.32,108.88,0.35,12210,51,234.14,0.98,811.14,15.55,2.57,0.05
1,Canada,Canada,2021-05-01,17,2021,0,817747,32413,3476.92,18787,254,79.88,137.81,1.08,69267,514,294.51,2.19,4630.43,19.69,36.29,0.15
46,Manitoba,Manitoba,2021-05-01,17,2021,0,38993,1654,2817.89,976,9,70.53,119.53,0.65,3004,18,217.09,1.3,236.29,17.08,1.29,0.09
13,New Brunswick,Nouveau-Brunswick,2021-05-01,17,2021,0,1933,86,244.92,36,1,4.56,10.90,0.13,155,3,19.64,0.38,12.29,1.56,0.14,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-01,17,2021,0,1081,25,207.66,6,0,1.15,4.80,0.00,39,0,7.49,0,3.57,0.69,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-01,17,2021,0,51,3,112.08,0,0,0,6.59,0.00,8,0,17.58,0,0.43,0.94,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-05-01,17,2021,0,2575,585,259.56,67,0,6.75,58.97,0.00,775,0,78.12,0,83.57,8.42,0.00,0.00
62,Nunavut,Nunavut,2021-05-01,17,2021,0,509,61,1291.78,4,0,10.15,154.81,0.00,95,0,241.1,0,8.71,22.12,0.00,0.00
35,Ontario,Ontario,2021-05-01,17,2021,0,466730,25329,3147.99,7852,189,52.96,170.84,1.27,53988,373,364.14,2.52,3618.43,24.41,27.00,0.18
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-01,17,2021,0,181,6,110.15,0,0,0,3.65,0.00,14,0,8.52,0,0.86,0.52,0.00,0.00
24,Quebec,Québec,2021-05-01,17,2021,0,350873,7080,4077.79,10933,64,127.06,82.28,0.74,15266,140,177.42,1.63,1011.43,11.75,9.14,0.11
47,Saskatchewan,Saskatchewan,2021-05-01,17,2021,0,41360,1677,3505.55,494,21,41.87,142.14,1.78,3489,30,295.72,2.54,239.57,20.31,3.00,0.25
60,Yukon,Yukon,2021-05-01,17,2021,0,81,1,188.43,2,1,4.65,2.33,2.33,5,1,11.63,2.33,0.14,0.33,0.14,0.33
48,Alberta,Alberta,2021-05-08,18,2021,0,207156,13990,4662.65,2108,25,47.45,314.89,0.56,26788,44,602.94,0.99,1998.57,44.98,3.57,0.08
59,British Columbia,Colombie-Britannique,2021-05-08,18,2021,0,134936,4620,2587.56,1614,33,30.95,88.59,0.63,10298,51,197.48,0.98,660.00,12.66,4.71,0.09
1,Canada,Canada,2021-05-08,18,2021,0,846450,28703,3598.97,19011,224,80.83,122.04,0.95,61116,478,259.86,2.03,4100.43,17.43,32.00,0.14
46,Manitoba,Manitoba,2021-05-08,18,2021,0,41422,2429,2993.43,990,14,71.54,175.54,1.01,4083,23,295.06,1.66,347.00,25.08,2.00,0.14
13,New Brunswick,Nouveau-Brunswick,2021-05-08,18,2021,0,1996,63,252.91,41,5,5.19,7.98,0.63,149,6,18.88,0.76,9.00,1.14,0.71,0.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-08,18,2021,0,1133,52,217.65,6,0,1.15,9.99,0.00,77,0,14.79,0,7.43,1.43,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-08,18,2021,0,99,48,217.56,0,0,0,105.49,0.00,51,0,112.08,0,6.86,15.07,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-05-08,18,2021,0,3754,1179,378.41,71,4,7.16,118.84,0.40,1764,4,177.81,0.4,168.43,16.98,0.57,0.06
62,Nunavut,Nunavut,2021-05-08,18,2021,0,560,51,1421.21,4,0,10.15,129.43,0.00,112,0,284.24,0,7.29,18.49,0.00,0.00
35,Ontario,Ontario,2021-05-08,18,2021,0,489084,22354,3298.76,8028,176,54.15,150.77,1.19,47683,365,321.61,2.46,3193.43,21.54,25.14,0.17
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-08,18,2021,0,186,5,113.20,0,0,0,3.04,0.00,11,0,6.69,0,0.71,0.43,0.00,0.00
24,Quebec,Québec,2021-05-08,18,2021,0,357173,6300,4151.00,10981,48,127.62,73.22,0.56,13380,112,155.5,1.3,900.00,10.46,6.86,0.08
47,Saskatchewan,Saskatchewan,2021-05-08,18,2021,0,42964,1604,3641.50,502,8,42.55,135.95,0.68,3281,29,278.09,2.46,229.14,19.42,1.14,0.10
60,Yukon,Yukon,2021-05-08,18,2021,0,82,1,190.76,2,0,4.65,2.33,0.00,2,1,4.65,2.33,0.14,0.33,0.00,0.00
48,Alberta,Alberta,2021-05-15,19,2021,0,217820,10664,4902.68,2140,32,48.17,240.02,0.72,24654,57,554.91,1.28,1523.43,34.29,4.57,0.10
59,British Columbia,Colombie-Britannique,2021-05-15,19,2021,0,138746,3810,2660.62,1634,20,31.33,73.06,0.38,8430,53,161.66,1.02,544.29,10.44,2.86,0.05
1,Canada,Canada,2021-05-15,19,2021,0,869910,23460,3698.71,19253,242,81.86,99.75,1.03,52163,466,221.79,1.98,3351.43,14.25,34.57,0.15
46,Manitoba,Manitoba,2021-05-15,19,2021,0,44615,3193,3224.17,1006,16,72.7,230.75,1.16,5622,30,406.28,2.17,456.14,32.96,2.29,0.17
13,New Brunswick,Nouveau-Brunswick,2021-05-15,19,2021,0,2052,56,260.00,41,0,5.19,7.10,0.00,119,5,15.08,0.63,8.00,1.01,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-15,19,2021,0,1184,51,227.45,6,0,1.15,9.80,0.00,103,0,19.79,0,7.29,1.40,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-15,19,2021,0,121,22,265.91,0,0,0,48.35,0.00,70,0,153.83,0,3.14,6.91,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-05-15,19,2021,0,4610,856,464.69,72,1,7.26,86.29,0.10,2035,5,205.13,0.5,122.29,12.33,0.14,0.01
62,Nunavut,Nunavut,2021-05-15,19,2021,0,623,63,1581.10,4,0,10.15,159.89,0.00,114,0,289.32,0,9.00,22.84,0.00,0.00
35,Ontario,Ontario,2021-05-15,19,2021,0,507114,18030,3420.37,8219,191,55.44,121.61,1.29,40384,367,272.38,2.48,2575.71,17.37,27.29,0.18
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-15,19,2021,0,191,5,116.24,0,0,0,3.04,0.00,10,0,6.09,0,0.71,0.43,0.00,0.00
24,Quebec,Québec,2021-05-15,19,2021,0,362579,5406,4213.83,11032,51,128.21,62.83,0.59,11706,99,136.05,1.15,772.29,8.98,7.29,0.08
47,Saskatchewan,Saskatchewan,2021-05-15,19,2021,0,44364,1400,3760.16,516,14,43.73,118.66,1.19,3004,22,254.61,1.86,200.00,16.95,2.00,0.17
60,Yukon,Yukon,2021-05-15,19,2021,0,84,2,195.41,2,0,4.65,4.65,0.00,3,0,6.98,0,0.29,0.66,0.00,0.00
48,Alberta,Alberta,2021-05-22,20,2021,0,223631,5811,5033.47,2170,30,48.84,130.79,0.68,16475,62,370.82,1.4,830.14,18.68,4.29,0.10
59,British Columbia,Colombie-Britannique,2021-05-22,20,2021,0,141728,2982,2717.80,1667,33,31.97,57.18,0.63,6792,53,130.24,1.02,426.00,8.17,4.71,0.09
1,Canada,Canada,2021-05-22,20,2021,0,887892,17982,3775.17,19441,188,82.66,76.46,0.80,41442,430,176.2,1.83,2568.86,10.92,26.86,0.11
46,Manitoba,Manitoba,2021-05-22,20,2021,0,47977,3362,3467.13,1028,22,74.29,242.96,1.59,6555,38,473.71,2.75,480.29,34.71,3.14,0.23
13,New Brunswick,Nouveau-Brunswick,2021-05-22,20,2021,0,2115,63,267.98,43,2,5.45,7.98,0.25,119,2,15.08,0.25,9.00,1.14,0.29,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-22,20,2021,0,1230,46,236.29,6,0,1.15,8.84,0.00,97,0,18.63,0,6.57,1.26,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-22,20,2021,0,127,6,279.10,0,0,0,13.19,0.00,28,0,61.53,0,0.86,1.88,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-05-22,20,2021,0,5213,603,525.47,77,5,7.76,60.78,0.50,1459,6,147.07,0.6,86.14,8.68,0.71,0.07
62,Nunavut,Nunavut,2021-05-22,20,2021,0,638,15,1619.17,4,0,10.15,38.07,0.00,78,0,197.95,0,2.14,5.44,0.00,0.00
35,Ontario,Ontario,2021-05-22,20,2021,0,520771,13657,3512.49,8358,139,56.37,92.11,0.94,31687,330,213.72,2.23,1951.00,13.16,19.86,0.13
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-22,20,2021,0,200,9,121.72,0,0,0,5.48,0.00,14,0,8.52,0,1.29,0.78,0.00,0.00
24,Quebec,Québec,2021-05-22,20,2021,0,366898,4319,4264.03,11081,49,128.78,50.19,0.57,9725,100,113.02,1.16,617.00,7.17,7.00,0.08
47,Saskatchewan,Saskatchewan,2021-05-22,20,2021,0,45490,1126,3855.59,526,10,44.58,95.44,0.85,2526,24,214.1,2.03,160.86,13.63,1.43,0.12
60,Yukon,Yukon,2021-05-22,20,2021,0,84,0,195.41,2,0,4.65,0.00,0.00,2,0,4.65,0,0.00,0.00,0.00,0.00
48,Alberta,Alberta,2021-05-29,21,2021,0,226854,3223,5106.01,2214,44,49.83,72.54,0.99,9034,74,203.34,1.67,460.43,10.36,6.29,0.14
59,British Columbia,Colombie-Britannique,2021-05-29,21,2021,0,143838,2110,2758.26,1699,32,32.58,40.46,0.61,5092,65,97.65,1.25,301.43,5.78,4.57,0.09
1,Canada,Canada,2021-05-29,21,2021,0,899457,11565,3824.34,19605,164,83.36,49.17,0.70,29547,352,125.63,1.5,1652.14,7.02,23.43,0.10
46,Manitoba,Manitoba,2021-05-29,21,2021,0,50498,2521,3649.32,1045,17,75.52,182.18,1.23,5883,39,425.14,2.82,360.14,26.03,2.43,0.18
13,New Brunswick,Nouveau-Brunswick,2021-05-29,21,2021,0,2191,76,277.61,43,0,5.45,9.63,0.00,139,2,17.61,0.25,10.86,1.38,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-29,21,2021,0,1302,72,250.12,6,0,1.15,13.83,0.00,118,0,22.67,0,10.29,1.98,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-29,21,2021,0,127,0,279.10,0,0,0,0.00,0.00,6,0,13.19,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-05-29,21,2021,0,5530,317,557.43,84,7,8.47,31.95,0.71,920,12,92.74,1.21,45.29,4.56,1.00,0.10
62,Nunavut,Nunavut,2021-05-29,21,2021,0,648,10,1644.54,4,0,10.15,25.38,0.00,25,0,63.45,0,1.43,3.63,0.00,0.00
35,Ontario,Ontario,2021-05-29,21,2021,0,529507,8736,3571.41,8478,120,57.18,58.92,0.81,22393,259,151.04,1.75,1248.00,8.42,17.14,0.12
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-29,21,2021,0,202,2,122.93,0,0,0,1.22,0.00,11,0,6.69,0,0.29,0.17,0.00,0.00
24,Quebec,Québec,2021-05-29,21,2021,0,369727,2829,4296.91,11125,44,129.29,32.88,0.51,7148,93,83.07,1.08,404.14,4.70,6.29,0.07
47,Saskatchewan,Saskatchewan,2021-05-29,21,2021,0,46464,974,3938.15,537,11,45.51,82.55,0.93,2100,21,177.99,1.78,139.14,11.79,1.57,0.13
60,Yukon,Yukon,2021-05-29,21,2021,0,84,0,195.41,2,0,4.65,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
48,Alberta,Alberta,2021-06-05,22,2021,0,228960,2106,5153.42,2246,32,50.55,47.40,0.72,5329,76,119.94,1.71,300.86,6.77,4.57,0.10
59,British Columbia,Colombie-Britannique,2021-06-05,22,2021,0,145265,1427,2785.63,1719,20,32.96,27.36,0.38,3537,52,67.83,1,203.86,3.91,2.86,0.05
1,Canada,Canada,2021-06-05,22,2021,0,907227,7770,3857.38,19744,139,83.95,33.04,0.59,19335,303,82.21,1.29,1110.00,4.72,19.86,0.08
46,Manitoba,Manitoba,2021-06-05,22,2021,0,52530,2032,3796.16,1072,27,77.47,146.85,1.95,4553,44,329.03,3.18,290.29,20.98,3.86,0.28
13,New Brunswick,Nouveau-Brunswick,2021-06-05,22,2021,0,2262,71,286.61,44,1,5.58,9.00,0.13,147,1,18.63,0.13,10.14,1.29,0.14,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,22,2021,0,1347,45,258.76,6,0,1.15,8.64,0.00,117,0,22.48,0,6.43,1.23,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-05,22,2021,0,128,1,281.29,0,0,0,2.20,0.00,1,0,2.2,0,0.14,0.31,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-06-05,22,2021,0,5651,121,569.63,88,4,8.87,12.20,0.40,438,11,44.15,1.11,17.29,1.74,0.57,0.06
62,Nunavut,Nunavut,2021-06-05,22,2021,0,649,1,1647.08,4,0,10.15,2.54,0.00,11,0,27.92,0,0.14,0.36,0.00,0.00
35,Ontario,Ontario,2021-06-05,22,2021,0,535416,5909,3611.26,8593,115,57.96,39.85,0.78,14645,235,98.78,1.59,844.14,5.69,16.43,0.11
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,22,2021,0,206,4,125.37,0,0,0,2.43,0.00,6,0,3.65,0,0.57,0.35,0.00,0.00
24,Quebec,Québec,2021-06-05,22,2021,0,371587,1860,4318.52,11149,24,129.57,21.62,0.28,4689,68,54.49,0.79,265.71,3.09,3.43,0.04
47,Saskatchewan,Saskatchewan,2021-06-05,22,2021,0,47285,821,4007.73,546,9,46.28,69.59,0.76,1795,20,152.14,1.7,117.29,9.94,1.29,0.11
60,Yukon,Yukon,2021-06-05,22,2021,0,84,0,195.41,2,0,4.65,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
48,Alberta,Alberta,2021-06-12,23,2021,0,230297,1337,5183.51,2269,23,51.07,30.09,0.52,3443,55,77.49,1.24,191.00,4.30,3.29,0.07
59,British Columbia,Colombie-Britannique,2021-06-12,23,2021,0,146271,1006,2804.92,1730,11,33.17,19.29,0.21,2433,31,46.66,0.59,143.71,2.76,1.57,0.03
1,Canada,Canada,2021-06-12,23,2021,0,912225,4998,3878.63,19867,123,84.47,21.25,0.52,12768,262,54.29,1.11,714.00,3.04,17.57,0.07
46,Manitoba,Manitoba,2021-06-12,23,2021,0,54163,1633,3914.18,1092,20,78.92,118.01,1.45,3665,47,264.86,3.4,233.29,16.86,2.86,0.21
13,New Brunswick,Nouveau-Brunswick,2021-06-12,23,2021,0,2291,29,290.28,45,1,5.7,3.67,0.13,100,2,12.67,0.25,4.14,0.52,0.14,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,23,2021,0,1374,27,263.95,7,1,1.34,5.19,0.19,72,1,13.83,0.19,3.86,0.74,0.14,0.03
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-12,23,2021,0,128,0,281.29,0,0,0,0.00,0.00,1,0,2.2,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,23,2021,0,5736,85,578.19,89,1,8.97,8.57,0.10,206,5,20.76,0.5,12.14,1.22,0.14,0.01
62,Nunavut,Nunavut,2021-06-12,23,2021,0,657,8,1667.39,4,0,10.15,20.30,0.00,9,0,22.84,0,1.14,2.90,0.00,0.00
35,Ontario,Ontario,2021-06-12,23,2021,0,539150,3734,3636.45,8695,102,58.65,25.19,0.69,9643,217,65.04,1.46,533.43,3.60,14.57,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,23,2021,0,206,0,125.37,0,0,0,0.00,0.00,4,0,2.43,0,0.00,0.00,0.00,0.00
24,Quebec,Québec,2021-06-12,23,2021,0,372837,1250,4333.05,11170,21,129.82,14.53,0.24,3110,45,36.14,0.52,178.57,2.08,3.00,0.03
47,Saskatchewan,Saskatchewan,2021-06-12,23,2021,0,47875,590,4057.74,555,9,47.04,50.01,0.76,1411,18,119.59,1.53,84.29,7.14,1.29,0.11
60,Yukon,Yukon,2021-06-12,23,2021,0,98,14,227.98,2,0,4.65,32.57,0.00,14,0,32.57,0,2.00,4.65,0.00,0.00
48,Alberta,Alberta,2021-06-19,24,2021,0,231258,961,5205.14,2289,20,51.52,21.63,0.45,2298,43,51.72,0.97,137.29,3.09,2.86,0.06
59,British Columbia,Colombie-Britannique,2021-06-19,24,2021,0,146995,724,2818.80,1740,10,33.37,13.88,0.19,1730,21,33.17,0.4,103.43,1.98,1.43,0.03
1,Canada,Canada,2021-06-19,24,2021,0,915987,3762,3894.62,19943,76,84.79,16.00,0.32,8760,199,37.25,0.85,537.43,2.29,10.86,0.05
46,Manitoba,Manitoba,2021-06-19,24,2021,0,55238,1075,3991.86,1118,26,80.79,77.69,1.88,2708,46,195.7,3.32,153.57,11.10,3.71,0.27
13,New Brunswick,Nouveau-Brunswick,2021-06-19,24,2021,0,2316,25,293.45,45,0,5.7,3.17,0.00,54,1,6.84,0.13,3.57,0.45,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-19,24,2021,0,1383,9,265.68,7,0,1.34,1.73,0.00,36,1,6.92,0.19,1.29,0.25,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-19,24,2021,0,128,0,281.29,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-06-19,24,2021,0,5789,53,583.54,90,1,9.07,5.34,0.10,138,2,13.91,0.2,7.57,0.76,0.14,0.01
62,Nunavut,Nunavut,2021-06-19,24,2021,0,657,0,1667.39,4,0,10.15,0.00,0.00,8,0,20.3,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2021-06-19,24,2021,0,541877,2727,3654.84,8751,56,59.02,18.39,0.38,6461,158,43.58,1.07,389.57,2.63,8.00,0.05
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-19,24,2021,0,206,0,125.37,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
24,Quebec,Québec,2021-06-19,24,2021,0,373817,980,4344.44,11189,19,130.04,11.39,0.22,2230,40,25.92,0.46,140.00,1.63,2.71,0.03
47,Saskatchewan,Saskatchewan,2021-06-19,24,2021,0,48381,506,4100.63,562,7,47.63,42.89,0.59,1096,16,92.89,1.36,72.29,6.13,1.00,0.08
60,Yukon,Yukon,2021-06-19,24,2021,0,153,55,355.93,3,1,6.98,127.95,2.33,69,1,160.52,2.33,7.86,18.28,0.14,0.33
48,Alberta,Alberta,2021-06-26,25,2021,0,231785,527,5217.00,2295,6,51.66,11.86,0.14,1488,26,33.49,0.59,75.29,1.69,0.86,0.02
59,British Columbia,Colombie-Britannique,2021-06-26,25,2021,0,147474,479,2827.99,1749,9,33.54,9.19,0.17,1203,19,23.07,0.36,68.43,1.31,1.29,0.02
1,Canada,Canada,2021-06-26,25,2021,0,918723,2736,3906.26,20064,121,85.31,11.63,0.51,6498,197,27.63,0.84,390.86,1.66,17.29,0.07
46,Manitoba,Manitoba,2021-06-26,25,2021,0,55878,640,4038.11,1138,20,82.24,46.25,1.45,1715,46,123.94,3.32,91.43,6.61,2.86,0.21
13,New Brunswick,Nouveau-Brunswick,2021-06-26,25,2021,0,2324,8,294.47,45,0,5.7,1.01,0.00,33,0,4.18,0,1.14,0.14,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-26,25,2021,0,1384,1,265.87,7,0,1.34,0.19,0.00,10,0,1.92,0,0.14,0.03,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-26,25,2021,0,128,0,281.29,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-06-26,25,2021,0,5825,36,587.17,92,2,9.27,3.63,0.20,89,3,8.97,0.3,5.14,0.52,0.29,0.03
62,Nunavut,Nunavut,2021-06-26,25,2021,0,657,0,1667.39,4,0,10.15,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2021-06-26,25,2021,0,543914,2037,3668.58,8858,107,59.75,13.74,0.72,4764,163,32.13,1.1,291.00,1.96,15.29,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-26,25,2021,0,206,0,125.37,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
24,Quebec,Québec,2021-06-26,25,2021,0,374405,588,4351.27,11202,13,130.19,6.83,0.15,1568,32,18.22,0.37,84.00,0.98,1.86,0.02
47,Saskatchewan,Saskatchewan,2021-06-26,25,2021,0,48706,325,4128.17,566,4,47.97,27.55,0.34,831,11,70.43,0.93,46.43,3.94,0.57,0.05
60,Yukon,Yukon,2021-06-26,25,2021,0,264,111,614.15,4,1,9.31,258.22,2.33,166,2,386.17,4.65,15.86,36.89,0.14,0.33
48,Alberta,Alberta,2021-07-03,26,2021,0,232138,353,5224.95,2301,6,51.79,7.95,0.14,880,12,19.81,0.27,50.43,1.14,0.86,0.02
59,British Columbia,Colombie-Britannique,2021-07-03,26,2021,0,147734,260,2832.97,1756,7,33.67,4.99,0.13,739,16,14.17,0.31,37.14,0.71,1.00,0.02
1,Canada,Canada,2021-07-03,26,2021,0,921133,2410,3916.50,20169,105,85.76,10.25,0.45,5146,226,21.88,0.96,344.29,1.46,15.00,0.06
46,Manitoba,Manitoba,2021-07-03,26,2021,0,56353,475,4072.44,1148,10,82.96,34.33,0.72,1115,30,80.58,2.17,67.86,4.90,1.43,0.10
13,New Brunswick,Nouveau-Brunswick,2021-07-03,26,2021,0,2335,11,295.86,45,0,5.7,1.39,0.00,19,0,2.41,0,1.57,0.20,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-03,26,2021,0,1387,3,266.45,7,0,1.34,0.58,0.00,4,0,0.77,0,0.43,0.08,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-03,26,2021,0,128,0,281.29,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-07-03,26,2021,0,5850,25,589.69,92,0,9.27,2.52,0.00,61,2,6.15,0.2,3.57,0.36,0.00,0.00
62,Nunavut,Nunavut,2021-07-03,26,2021,0,657,0,1667.39,4,0,10.15,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2021-07-03,26,2021,0,545587,1673,3679.87,8947,89,60.35,11.28,0.60,3710,196,25.02,1.32,239.00,1.61,12.71,0.09
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-03,26,2021,0,207,1,125.98,0,0,0,0.61,0.00,1,0,0.61,0,0.14,0.09,0.00,0.00
24,Quebec,Québec,2021-07-03,26,2021,0,375018,613,4358.40,11217,15,130.36,7.12,0.17,1201,28,13.96,0.33,87.57,1.02,2.14,0.02
47,Saskatchewan,Saskatchewan,2021-07-03,26,2021,0,48931,225,4147.24,568,2,48.14,19.07,0.17,550,6,46.62,0.51,32.14,2.72,0.29,0.02
60,Yukon,Yukon,2021-07-03,26,2021,0,388,124,902.62,5,1,11.63,288.47,2.33,235,2,546.69,4.65,17.71,41.21,0.14,0.33
48,Alberta,Alberta,2021-07-10,27,2021,0,232441,303,5231.77,2307,6,51.93,6.82,0.14,656,12,14.77,0.27,43.29,0.97,0.86,0.02
59,British Columbia,Colombie-Britannique,2021-07-10,27,2021,0,148076,342,2839.53,1760,4,33.75,6.56,0.08,602,11,11.54,0.21,48.86,0.94,0.57,0.01
1,Canada,Canada,2021-07-10,27,2021,0,923296,2163,3925.70,20220,51,85.97,9.20,0.22,4573,156,19.44,0.66,309.00,1.31,7.29,0.03
46,Manitoba,Manitoba,2021-07-10,27,2021,0,56826,473,4106.62,1160,12,83.83,34.18,0.87,948,22,68.51,1.59,67.57,4.88,1.71,0.12
13,New Brunswick,Nouveau-Brunswick,2021-07-10,27,2021,0,2336,1,295.99,46,1,5.83,0.13,0.13,12,1,1.52,0.13,0.14,0.02,0.14,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,27,2021,0,1402,15,269.33,7,0,1.34,2.88,0.00,18,0,3.46,0,2.14,0.41,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,27,2021,0,128,0,281.29,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-07-10,27,2021,0,5866,16,591.30,92,0,9.27,1.61,0.00,41,0,4.13,0,2.29,0.23,0.00,0.00
62,Nunavut,Nunavut,2021-07-10,27,2021,0,657,0,1667.39,4,0,10.15,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
