date,prname,pruid,numtests_total,numtests_weekly,avgnumtests_last7,avgratetests_last7,avgpositivity_last7,ratetests_total,update
2021-06-22,Quebec,24,9777824,,19854.6,228.3,0.63,1124448.9,1
2021-06-22,Newfoundland and Labrador,10,297449,,834.6,158.7,0.12,565522.5,1
2021-06-22,New Brunswick,13,370689,,723.4,89.1,0.32,456479.3,1
2021-06-22,Nova Scotia,12,917623,,4153.9,407.4,0.15,899873,1
2021-06-22,Prince Edward Island,11,173026,,340.3,199.4,0,1013697.5,1
2021-06-22,Yukon,60,,,,,,,0
2021-06-22,Northwest Territories,61,24615,,37.3,81.8,0,539743.4,1
2021-06-22,Nunavut,62,17554,,65,160.4,0,433154,1
2021-06-22,Canada,1,36496968,,63429.7,162.9,1.44,937504.7,
2021-06-23,British Columbia,59,2863403,,5371.6,101,1.95,538302,1
2021-06-23,Alberta,48,4660260,,5060.7,111.4,1.81,1025786.1,1
2021-06-23,Saskatchewan,47,906786,,1724.3,144.3,3.28,758941.9,1
2021-06-23,Manitoba,46,860326,,2100.7,149.1,7.11,610496.7,1
2021-06-23,Ontario,35,15663482,,22937.7,151.8,1.47,1036670.2,1
2021-06-23,Quebec,24,9797556,,19413.9,223.3,0.58,1126718.1,1
2021-06-23,Newfoundland and Labrador,10,298083,,797.3,151.6,0.09,566727.9,1
2021-06-23,New Brunswick,13,371310,,660.3,81.3,0.3,457244,1
2021-06-23,Nova Scotia,12,921534,,3849.3,377.5,0.14,903708.4,1
2021-06-23,Prince Edward Island,11,173311,,305.4,178.9,0,1015367.2,1
2021-06-23,Yukon,60,,,,,,,0
2021-06-23,Northwest Territories,61,24665,,36.9,80.8,0,540839.8,1
2021-06-23,Nunavut,62,17611,,54.7,135,0,434560.5,1
2021-06-23,Canada,1,36567532,,62312.7,160.1,1.38,939317.3,
2021-06-24,British Columbia,59,2869827,,5410.9,101.7,1.79,539509.7,1
2021-06-24,Alberta,48,4667334,,5274.4,116.1,1.69,1027343.2,1
2021-06-24,Saskatchewan,47,908598,,1632.4,136.6,3.07,760458.4,1
2021-06-24,Manitoba,46,862634,,1914,135.8,6.75,612134.5,1
2021-06-24,Ontario,35,15690043,,22926,151.7,1.45,1038428.2,1
2021-06-24,Quebec,24,9815159,,18959.9,218,0.51,1128742.4,1
2021-06-24,Newfoundland and Labrador,10,299055,,785.4,149.3,0.05,568575.9,1
2021-06-24,New Brunswick,13,371863,,592.1,72.9,0.29,457925,1
2021-06-24,Nova Scotia,12,924891,,3519.6,345.1,0.14,907000.4,1
2021-06-24,Prince Edward Island,11,173565,,274.6,160.9,0,1016855.3,1
2021-06-24,Yukon,60,,,,,,,0
2021-06-24,Northwest Territories,61,24685,,34.3,75.2,0,541278.4,1
2021-06-24,Nunavut,62,17640,,48,118.4,0,435276.1,1
2021-06-24,Canada,1,36634499,,61371.6,157.6,1.31,941037.5,
2021-06-25,British Columbia,59,2874914,,5303.1,99.7,1.65,540466,1
2021-06-25,Alberta,48,4673420,,5421.1,119.3,1.53,1028682.8,1
2021-06-25,Saskatchewan,47,910503,,1647.1,137.9,3.13,762052.8,1
2021-06-25,Manitoba,46,864036,,1812.7,128.6,6.44,613129.4,1
2021-06-25,Ontario,35,15715669,,22962.9,152,1.4,1040124.2,1
2021-06-25,Quebec,24,9831006,,18635.6,214.3,0.5,1130564.8,1
2021-06-25,Newfoundland and Labrador,10,299660,,747.6,142.1,0.06,569726.1,1
2021-06-25,New Brunswick,13,372536,,586.9,72.3,0.19,458753.7,1
2021-06-25,Nova Scotia,12,929009,,3483.1,341.6,0.16,911038.8,1
2021-06-25,Prince Edward Island,11,173869,,261.3,153.1,0,1018636.3,1
2021-06-25,Yukon,60,,,,,,,0
2021-06-25,Northwest Territories,61,24726,,34.6,75.8,0.41,542177.4,1
2021-06-25,Nunavut,62,17708,,50.3,124.1,0,436954.1,1
2021-06-25,Canada,1,36696261,,60946.3,156.6,1.25,942624,
2021-06-26,British Columbia,59,2879535,35777,5111,96.1,1.53,541334.8,1
2021-06-26,Alberta,48,4678007,37658,5379.7,118.4,1.43,1029692.4,1
2021-06-26,Saskatchewan,47,911798,11441,1634.4,136.8,3.05,763136.7,1
2021-06-26,Manitoba,46,865808,12917,1845.3,130.9,6.43,614386.8,1
2021-06-26,Ontario,35,15734193,158201,22600.1,149.6,1.37,1041350.2,1
2021-06-26,Quebec,24,9847718,129846,18549.4,213.3,0.49,1132486.7,1
2021-06-26,Newfoundland and Labrador,10,300280,4990,712.9,135.5,0.06,570904.9,1
2021-06-26,New Brunswick,13,373208,4199,599.9,73.9,0.17,459581.2,1
2021-06-26,Nova Scotia,12,932276,24180,3454.3,338.7,0.17,914242.6,1
2021-06-26,Prince Edward Island,11,174044,1834,262,153.5,0,1019661.6,1
2021-06-26,Yukon,60,,,,,,,0
2021-06-26,Northwest Territories,61,24732,219,31.3,68.6,0.46,542309,1
2021-06-26,Nunavut,62,17754,353,50.4,124.4,0,438089.1,1
2021-06-26,Canada,1,36748558,421615,60230.7,154.7,1.22,943967.4,
2021-06-27,British Columbia,59,2883199,,5134.6,96.5,1.42,542023.6,1
2021-06-27,Alberta,48,4682495,,5615.6,123.6,1.33,1030680.3,1
2021-06-27,Saskatchewan,47,912774,,1557,130.3,2.89,763953.6,1
2021-06-27,Manitoba,46,867383,,1828.1,129.7,6.26,615504.4,1
2021-06-27,Ontario,35,15747264,,22492,148.9,1.31,1042215.3,1
2021-06-27,Quebec,24,9863349,,18347.6,211,0.46,1134284.2,1
2021-06-27,Newfoundland and Labrador,10,300841,,702.4,133.5,0.06,571971.5,1
2021-06-27,New Brunswick,13,373609,,594,73.1,0.19,460075,1
2021-06-27,Nova Scotia,12,935353,,3519.3,345.1,0.17,917260,1
2021-06-27,Prince Edward Island,11,174182,,257.9,151.1,0,1020470.1,1
2021-06-27,Yukon,60,,,,,,,0
2021-06-27,Northwest Territories,61,24745,,29.1,63.9,0.49,542594,1
2021-06-27,Nunavut,62,17817,,57.7,142.4,0,439643.7,1
2021-06-27,Canada,1,36792216,,60135.3,154.5,1.15,945088.8,
2021-06-28,British Columbia,59,2885946,,4926.7,92.6,1.51,542540,1
2021-06-28,Alberta,48,4685947,,5392,118.7,1.35,1031440.1,1
2021-06-28,Saskatchewan,47,914199,,1579.1,132.2,3.17,765146.2,1
2021-06-28,Manitoba,46,868580,,1801.3,127.8,6.26,616353.8,1
2021-06-28,Ontario,35,15775570,,24138,159.8,1.33,1044088.7,1
2021-06-28,Quebec,24,9882633,,18150.7,208.7,0.47,1136501.9,1
2021-06-28,Newfoundland and Labrador,10,301368,,693.9,131.9,0.08,572973.5,1
2021-06-28,New Brunswick,13,374115,,569.9,70.2,0.25,460698.1,1
2021-06-28,Nova Scotia,12,937793,,3390,332.4,0.17,919652.8,1
2021-06-28,Prince Edward Island,11,174381,,234,137.1,0.06,1021636,1
2021-06-28,Yukon,60,,,,,,,0
2021-06-28,Northwest Territories,61,24790,,34.6,75.8,0.83,543580.7,1
2021-06-28,Nunavut,62,17931,,62,153,0,442456.7,1
2021-06-28,Canada,1,36852458,,60972.1,156.6,1.19,946636.3,
2021-06-29,British Columbia,59,2890988,,4785,90,1.46,543487.9,1
2021-06-29,Alberta,48,4692280,,5391.7,118.7,1.26,1032834.1,1
2021-06-29,Saskatchewan,47,915705,,1536.1,128.6,3.27,766406.7,1
2021-06-29,Manitoba,46,870336,,1757.7,124.7,6.05,617599.9,1
2021-06-29,Ontario,35,15802828,,24122.9,159.7,1.3,1045892.7,1
2021-06-29,Quebec,24,9901005,,17597.3,202.4,0.48,1138614.7,1
2021-06-29,Newfoundland and Labrador,10,302190,,677.3,128.8,0.04,574536.3,1
2021-06-29,New Brunswick,13,374741,,578.9,71.3,0.3,461469,1
2021-06-29,Nova Scotia,12,941822,,3457,339,0.18,923603.9,1
2021-06-29,Prince Edward Island,11,174602,,225.1,131.9,0.06,1022930.7,1
2021-06-29,Yukon,60,,,,,,,0
2021-06-29,Northwest Territories,61,24821,,29.4,64.5,0.97,544260.5,1
2021-06-29,Nunavut,62,17975,,60.1,148.4,0,443542.4,1
2021-06-29,Canada,1,36918498,,60218.6,154.7,1.16,948332.7,
2021-06-30,British Columbia,59,2895634,,4604.4,86.6,1.34,544361.3,1
2021-06-30,Alberta,48,4697528,,5324,117.2,1.24,1033989.3,1
2021-06-30,Saskatchewan,47,917609,,1546.1,129.4,3.06,768000.2,1
2021-06-30,Manitoba,46,871873,,1649.6,117.1,6.22,618690.6,1
2021-06-30,Ontario,35,15830086,,23800.6,157.5,1.28,1047696.7,1
2021-06-30,Quebec,24,9918576,,17288.6,198.8,0.49,1140635.3,1
2021-06-30,Newfoundland and Labrador,10,302943,,694.3,132,0.04,575967.9,1
2021-06-30,New Brunswick,13,375196,,555.1,68.4,0.26,462029.3,1
2021-06-30,Nova Scotia,12,945789,,3465,339.8,0.15,927494.2,1
2021-06-30,Prince Edward Island,11,174863,,221.7,129.9,0.06,1024459.8,1
2021-06-30,Yukon,60,,,,,,,0
2021-06-30,Northwest Territories,61,24872,,29.6,64.8,0.97,545378.8,1
2021-06-30,Nunavut,62,18029,,59.7,147.3,0,444874.9,1
2021-06-30,Canada,1,36982203,,59238.7,152.2,1.14,949969.1,
2021-07-01,British Columbia,59,2901697,,4552.9,85.6,1.23,545501.1,1
2021-07-01,Alberta,48,4703020,,5098,112.2,1.11,1035198.1,1
2021-07-01,Saskatchewan,47,919388,,1541.4,129,2.73,769489.2,1
2021-07-01,Manitoba,46,873744,,1587.1,112.6,6.4,620018.3,1
2021-07-01,Ontario,35,15855247,,23600.6,156.2,1.22,1049362,1
2021-07-01,Quebec,24,9933535,,16910.9,194.5,0.49,1142355.6,1
2021-07-01,Newfoundland and Labrador,10,303675,,660,125.5,0.06,577359.6,1
2021-07-01,New Brunswick,13,375886,,574.7,70.8,0.32,462879,1
2021-07-01,Nova Scotia,12,948760,,3409.9,334.4,0.12,930407.7,1
2021-07-01,Prince Edward Island,11,174912,,192.4,112.7,0.07,1024746.9,1
2021-07-01,Yukon,60,,,,,,,0
2021-07-01,Northwest Territories,61,24900,,30.7,67.3,0.93,545992.8,1
2021-07-01,Nunavut,62,18036,,56.6,139.6,0,445047.6,1
2021-07-01,Canada,1,37042005,,58215.1,149.5,1.09,951505.2,
2021-07-02,British Columbia,59,2906225,,4473,84.1,1.2,546352.3,1
2021-07-02,Alberta,48,4706951,,4790.1,105.4,1.05,1036063.4,1
2021-07-02,Saskatchewan,47,921067,,1509.1,126.3,2.67,770894.4,1
2021-07-02,Manitoba,46,874785,,1535.6,109,6.3,620757,1
2021-07-02,Ontario,35,15872327,,22379.7,148.1,1.22,1050492.4,1
2021-07-02,Quebec,24,9947373,,16623.9,191.2,0.45,1143947,1
2021-07-02,Newfoundland and Labrador,10,304025,,623.6,118.6,0.09,578025.1,1
2021-07-02,New Brunswick,13,376273,,533.9,65.7,0.32,463355.6,1
2021-07-02,Nova Scotia,12,951677,,3238.3,317.6,0.11,933268.3,1
2021-07-02,Prince Edward Island,11,175157,,184,107.8,0.08,1026182.3,1
2021-07-02,Yukon,60,,,,,,,0
2021-07-02,Northwest Territories,61,24916,,27.1,59.5,0.53,546343.6,1
2021-07-02,Nunavut,62,18064,,50.9,125.5,0,445738.5,1
2021-07-02,Canada,1,37088045,,55969.1,143.8,1.06,952687.9,
2021-07-03,British Columbia,59,2910692,31157,4451,83.7,1.17,547192.1,1
2021-07-03,Alberta,48,4711159,33152,4736,104.2,1.09,1036989.6,1
2021-07-03,Saskatchewan,47,921856,10058,1436.9,120.3,2.55,771554.8,1
2021-07-03,Manitoba,46,876020,10212,1458.9,103.5,5.84,621633.3,1
2021-07-03,Ontario,35,15891316,157123,22446.1,148.6,1.2,1051749.2,1
2021-07-03,Quebec,24,9960220,112502,16071.7,184.8,0.45,1145424.4,1
2021-07-03,Newfoundland and Labrador,10,304635,4355,622.1,118.3,0.37,579184.8,1
2021-07-03,New Brunswick,13,376729,3521,503,61.9,0.34,463917.1,1
2021-07-03,Nova Scotia,12,954509,22233,3176.1,311.5,0.11,936045.5,1
2021-07-03,Prince Edward Island,11,175297,1253,179,104.9,0.08,1027002.5,1
2021-07-03,Yukon,60,,,,,,,0
2021-07-03,Northwest Territories,61,24935,203,29,63.6,0.49,546760.2,1
2021-07-03,Nunavut,62,18073,319,45.6,112.4,0,445960.6,1
2021-07-03,Canada,1,37134646,386088,55155.4,141.7,1.04,953884.9,
2021-07-04,British Columbia,59,2915304,,4586.4,86.2,1.06,548059.1,1
2021-07-04,Alberta,48,4715427,,4704.6,103.6,1.1,1037929.1,1
2021-07-04,Saskatchewan,47,922768,,1427.7,119.5,2.55,772318.1,1
2021-07-04,Manitoba,46,877202,,1402.7,99.5,6.02,622472.1,1
2021-07-04,Ontario,35,15904265,,22428.7,148.4,1.15,1052606.2,1
2021-07-04,Quebec,24,9972029,,15525.7,178.5,0.45,1146782.4,1
2021-07-04,Newfoundland and Labrador,10,305109,,609.7,115.9,0.42,580086,1
2021-07-04,New Brunswick,13,377220,,515.9,63.5,0.33,464521.8,1
2021-07-04,Nova Scotia,12,956920,,3081,302.1,0.11,938409.9,1
2021-07-04,Prince Edward Island,11,175418,,176.6,103.4,0.08,1027711.4,1
2021-07-04,Yukon,60,,,,,,,0
2021-07-04,Northwest Territories,61,24945,,28.6,62.6,0.5,546979.5,1
2021-07-04,Nunavut,62,18099,,40.3,99.4,0,446602.2,1
2021-07-04,Canada,1,37173911,,54527.9,140.1,1.02,954893.5,
2021-07-05,British Columbia,59,2920217,,4895.9,92,0.99,548982.7,1
2021-07-05,Alberta,48,4719846,,4842.7,106.6,1.02,1038901.8,1
2021-07-05,Saskatchewan,47,924317,,1445.4,121,2.09,773614.6,1
2021-07-05,Manitoba,46,878244,,1380.6,98,5.81,623211.5,1
2021-07-05,Ontario,35,15933020,,22492.9,148.9,1.06,1054509.3,1
2021-07-05,Quebec,24,9988471,,15119.7,173.9,0.46,1148673.3,1
2021-07-05,Newfoundland and Labrador,10,305392,,574.9,109.3,0.42,580624.1,1
2021-07-05,New Brunswick,13,377666,,507.3,62.5,0.25,465071,1
2021-07-05,Nova Scotia,12,960119,,3189.4,312.8,0.13,941547,1
2021-07-05,Prince Edward Island,11,175684,,186.1,109.1,0,1029269.8,1
2021-07-05,Yukon,60,,,,,,,0
2021-07-05,Northwest Territories,61,24995,,29.3,64.2,0,548075.9,1
2021-07-05,Nunavut,62,18133,,28.9,71.2,0,447441.1,1
2021-07-05,Canada,1,37235309,,54693,140.5,0.96,956470.7,
2021-07-06,British Columbia,59,2926258,,5038.6,94.7,0.96,550118.4,1
2021-07-06,Alberta,48,4726008,,4818.3,106.1,0.97,1040258.1,1
2021-07-06,Saskatchewan,47,926713,,1572.6,131.6,2.08,775619.9,1
2021-07-06,Manitoba,46,879984,,1378.3,97.8,5.52,624446.2,1
2021-07-06,Ontario,35,15959996,,22452.6,148.6,1.05,1056294.7,1
2021-07-06,Quebec,24,10006203,,15028.3,172.8,0.44,1150712.4,1
2021-07-06,Newfoundland and Labrador,10,306018,,546.9,104,0.42,581814.2,1
2021-07-06,New Brunswick,13,378273,,504.6,62.1,0.17,465818.5,1
2021-07-06,Nova Scotia,12,964091,,3181.3,312,0.13,945442.2,1
2021-07-06,Prince Edward Island,11,175882,,182.9,107.1,0,1030429.8,1
2021-07-06,Yukon,60,,,,,,,0
2021-07-06,Northwest Territories,61,25046,,32.1,70.5,0,549194.2,1
2021-07-06,Nunavut,62,18153,,25.4,62.7,0,447934.7,1
2021-07-06,Canada,1,37301830,,54761.7,140.7,0.94,958179.4,
2021-07-07,British Columbia,59,2933232,,5371.1,101,1.06,551429.5,1
2021-07-07,Alberta,48,4731906,,4911.1,108.1,0.91,1041556.3,1
2021-07-07,Saskatchewan,47,928953,,1620.6,135.6,2.79,777494.7,1
2021-07-07,Manitoba,46,881729,,1408,99.9,5.4,625684.5,1
2021-07-07,Ontario,35,15985853,,22252.4,147.3,1.01,1058006,1
2021-07-07,Quebec,24,10022908,,14904.6,171.4,0.46,1152633.5,1
2021-07-07,Newfoundland and Labrador,10,306516,,510.4,97,0.48,582761.1,1
2021-07-07,New Brunswick,13,378878,,526,64.8,0.16,466563.5,1
2021-07-07,Nova Scotia,12,967449,,3094.3,303.4,0.12,948735.2,1
2021-07-07,Prince Edward Island,11,176068,,172.1,100.9,0,1031519.5,1
2021-07-07,Yukon,60,,,,,,,0
2021-07-07,Northwest Territories,61,25086,,30.6,67,0,550071.3,1
2021-07-07,Nunavut,62,18188,,22.7,56,0,448798.3,1
2021-07-07,Canada,1,37365971,,54824,140.8,0.95,959827,
2021-07-08,British Columbia,59,2940073,,5482.3,103.1,1.05,552715.5,1
2021-07-08,Alberta,48,4739222,,5171.7,113.8,0.91,1043166.7,1
2021-07-08,Saskatchewan,47,931497,,1729.9,144.8,3.1,779623.9,1
2021-07-08,Manitoba,46,884033,,1469.9,104.3,5.16,627319.5,1
2021-07-08,Ontario,35,16011954,,22386.7,148.2,0.98,1059733.5,1
2021-07-08,Quebec,24,10039581,,15149.4,174.2,0.44,1154550.9,1
2021-07-08,Newfoundland and Labrador,10,307102,,489.6,93.1,0.47,583875.2,1
2021-07-08,New Brunswick,13,379680,,542,66.7,0.05,467551.1,1
2021-07-08,Nova Scotia,12,970261,,3071.6,301.2,0.11,951492.8,1
2021-07-08,Prince Edward Island,11,176248,,190.9,111.8,0,1032574.1,1
2021-07-08,Yukon,60,,,,,,,0
2021-07-08,Northwest Territories,61,25113,,30.4,66.7,0,550663.3,1
2021-07-08,Nunavut,62,18229,,27.6,68,0,449810,1
2021-07-08,Canada,1,37432198,,55741.9,143.2,0.94,961528.2,
2021-07-09,British Columbia,59,2947051,,5832.3,109.6,1.03,554027.4,1
2021-07-09,Alberta,48,4745064,,5444.7,119.8,0.86,1044452.6,1
2021-07-09,Saskatchewan,47,933150,,1726.1,144.5,3.04,781007.4,1
2021-07-09,Manitoba,46,885379,,1513.4,107.4,5.08,628274.6,1
2021-07-09,Ontario,35,16035649,,23331.7,154.4,0.92,1061301.7,1
2021-07-09,Quebec,24,10054603,,15318.6,176.2,0.44,1156278.4,1
2021-07-09,Newfoundland and Labrador,10,307461,,490.9,93.3,0.49,584557.7,1
2021-07-09,New Brunswick,13,380309,,576.6,71,0.05,468325.7,1
2021-07-09,Nova Scotia,12,973508,,3118.7,305.8,0.08,954677,1
2021-07-09,Prince Edward Island,11,176435,,182.6,107,0,1033669.6,1
2021-07-09,Yukon,60,,,,,,,0
2021-07-09,Northwest Territories,61,25160,,34.9,76.4,0,551693.9,1
2021-07-09,Nunavut,62,18238,,24.9,61.3,0,450032.1,1
2021-07-09,Canada,1,37491212,,57595.3,147.9,0.91,963044.1,
2021-07-10,British Columbia,59,2954014,43322,6188.9,116.3,1.02,555336.4,1
2021-07-10,Alberta,48,4751085,39926,5703.7,125.5,0.76,1045777.9,1
2021-07-10,Saskatchewan,47,934013,12157,1736.7,145.4,2.99,781729.7,1
2021-07-10,Manitoba,46,886844,10824,1546.3,109.7,4.97,629314.2,1
2021-07-10,Ontario,35,16055300,163984,23426.3,155,0.88,1062602.3,1
2021-07-10,Quebec,24,10067214,106994,15284.9,175.8,0.45,1157728.7,1
2021-07-10,Newfoundland and Labrador,10,307860,3225,460.7,87.6,0.16,585316.3,1
2021-07-10,New Brunswick,13,380879,4150,592.9,73,0.02,469027.6,1
2021-07-10,Nova Scotia,12,976017,21508,3072.6,301.3,0.09,957137.5,1
2021-07-10,Prince Edward Island,11,176573,1276,182.3,106.8,0,1034478.1,1
2021-07-10,Yukon,60,,,,,,,0
2021-07-10,Northwest Territories,61,25181,246,35.1,77.1,0,552154.4,1
2021-07-10,Nunavut,62,18253,180,25.7,63.5,0,450402.2,1
2021-07-10,Canada,1,37542438,407792,58256,149.6,0.88,964359.9,
2021-07-11,British Columbia,59,2959182,,6268.3,117.8,1.03,556307.9,1
2021-07-11,Alberta,48,4755097,,5667.1,124.7,0.74,1046661,1
2021-07-11,Saskatchewan,47,934935,,1738.1,145.5,3.01,782501.4,1
2021-07-11,Manitoba,46,888221,,1574.1,111.7,4.49,630291.3,1
2021-07-11,Ontario,35,16071233,,23852.6,157.9,0.85,1063656.8,1
2021-07-11,Quebec,24,10078992,,15280.4,175.7,0.47,1159083.2,1
2021-07-11,Newfoundland and Labrador,10,308197,,441.1,83.9,0.26,585957,1
2021-07-11,New Brunswick,13,381329,,587,72.3,0,469581.7,1
2021-07-11,Nova Scotia,12,979019,,3157,309.6,0.09,960081.4,1
2021-07-11,Prince Edward Island,11,176645,,175.3,102.7,0,1034899.9,1
2021-07-11,Yukon,60,,,,,,,0
2021-07-11,Northwest Territories,61,25192,,35.3,77.4,0,552395.6,1
2021-07-11,Nunavut,62,18262,,23.3,57.5,0,450624.3,1
2021-07-11,Canada,1,37585509,,58799.7,151,0.86,965466.3,
2021-07-12,British Columbia,59,2964363,,6306.6,118.6,0.97,557281.9,1
2021-07-12,Alberta,48,4760091,,5749.3,126.5,0.73,1047760.2,1
2021-07-12,Saskatchewan,47,936169,,1693.1,141.7,3.23,783534.2,1
2021-07-12,Manitoba,46,889321,,1582.4,112.3,4.48,631071.9,1
2021-07-12,Ontario,35,16088722,,22243.1,147.2,0.79,1064814.3,1
2021-07-12,Quebec,24,10094934,,15209,174.9,0.43,1160916.5,1
2021-07-12,Newfoundland and Labrador,10,308582,,455.7,86.6,0.31,586689,1
2021-07-12,New Brunswick,13,382074,,629.7,77.5,0,470499.1,1
2021-07-12,Nova Scotia,12,980907,,2969.7,291.2,0.06,961932.9,1
2021-07-12,Prince Edward Island,11,176796,,158.9,93.1,0,1035784.6,1
2021-07-12,Yukon,60,,,,,,,0
2021-07-12,Northwest Territories,61,25233,,34,74.6,0,553294.6,1
2021-07-12,Nunavut,62,18336,,29,71.6,0,452450.3,1
2021-07-12,Canada,1,37634733,,57060.6,146.6,0.83,966730.7,
2021-07-13,British Columbia,59,2968534,,6039.4,113.5,0.96,558066,1
2021-07-13,Alberta,48,4766949,,5848.7,128.7,0.67,1049269.8,1
2021-07-13,Saskatchewan,47,937519,,1543.7,129.2,3.23,784664.1,1
2021-07-13,Manitoba,46,891028,,1577.7,112,4.33,632283.2,1
2021-07-13,Ontario,35,16117807,,22544.4,149.2,0.74,1066739.2,1
2021-07-13,Quebec,24,10112192,,15141.3,174.1,0.44,1162901.2,1
2021-07-13,Newfoundland and Labrador,10,309011,,427.6,81.3,0.33,587504.7,1
2021-07-13,New Brunswick,13,382830,,651,80.2,0,471430.1,1
2021-07-13,Nova Scotia,12,984673,,2940.3,288.3,0.05,965626,1
2021-07-13,Prince Edward Island,11,176985,,157.6,92.3,0,1036891.9,1
2021-07-13,Yukon,60,,,,,,,0
2021-07-13,Northwest Territories,61,25274,,32.6,71.4,0,554193.6,1
2021-07-13,Nunavut,62,18348,,27.9,68.7,0,452746.4,1
2021-07-13,Canada,1,37700355,,56932.1,146.2,0.79,968416.4,
2021-07-14,British Columbia,59,2976255,,6146.1,115.5,0.89,559517.5,1
2021-07-14,Alberta,48,4773163,,5893.9,129.7,0.66,1050637.5,1
2021-07-14,Saskatchewan,47,938919,,1423.7,119.2,2.51,785835.8,1
2021-07-14,Manitoba,46,892750,,1574.4,111.7,3.87,633505.1,1
2021-07-14,Ontario,35,16149136,,23326.1,154.4,0.68,1068812.7,1
2021-07-14,Quebec,24,10127723,,14973.6,172.2,0.45,1164687.2,1
2021-07-14,Newfoundland and Labrador,10,309321,,400.7,76.2,0.43,588094,1
2021-07-14,New Brunswick,13,383575,,671,82.6,0.15,472347.5,1
2021-07-14,Nova Scotia,12,988111,,2951.7,289.5,0.05,968997.5,1
2021-07-14,Prince Edward Island,11,177177,,158.4,92.8,0,1038016.7,1
2021-07-14,Yukon,60,,,,,,,0
2021-07-14,Northwest Territories,61,25307,,31.6,69.2,0,554917.2,1
2021-07-14,Nunavut,62,18373,,26.4,65.2,0,453363.3,1
2021-07-14,Canada,1,37769015,,57577.7,147.9,0.73,970180.1,
2021-07-15,British Columbia,59,2980164,,5727.3,107.7,0.95,560252.4,1
2021-07-15,Alberta,48,4779534,,5758.9,126.8,0.68,1052039.9,1
2021-07-15,Saskatchewan,47,940492,,1285,107.5,2.16,787152.4,1
2021-07-15,Manitoba,46,895836,,1686.1,119.7,3.36,635695,1
2021-07-15,Ontario,35,16177262,,23615.4,156.3,0.67,1070674.2,1
2021-07-15,Quebec,24,10143339,,14822.6,170.5,0.49,1166483.1,1
2021-07-15,Newfoundland and Labrador,10,309748,,378,71.9,1.44,588905.9,1
2021-07-15,New Brunswick,13,384353,,667.6,82.2,0.19,473305.6,1
2021-07-15,Nova Scotia,12,990785,,2932,287.5,0.04,971619.8,1
2021-07-15,Prince Edward Island,11,177360,,158.9,93.1,0,1039088.9,1
2021-07-15,Yukon,60,,,,,,,0
2021-07-15,Northwest Territories,61,25330,,31,68,0,555421.6,1
2021-07-15,Nunavut,62,18380,,21.6,53.2,0,453536,1
2021-07-15,Canada,1,37831788,,57084.3,146.6,0.73,971792.5,
2021-07-16,British Columbia,59,2986529,,5639.7,106,0.96,561449,1
2021-07-16,Alberta,48,4785047,,5711.9,125.7,0.73,1053253.4,1
2021-07-16,Saskatchewan,47,941659,,1215.6,101.7,2.09,788129.1,1
2021-07-16,Manitoba,46,897226,,1692.4,120.1,3.17,636681.3,1
2021-07-16,Ontario,35,16198654,,23286.4,154.1,0.67,1072090,1
2021-07-16,Quebec,24,10157264,,14665.9,168.7,0.51,1168084.4,1
2021-07-16,Newfoundland and Labrador,10,310011,,364.3,69.3,1.41,589405.9,1
2021-07-16,New Brunswick,13,384988,,668.4,82.3,0.19,474087.5,1
2021-07-16,Nova Scotia,12,993107,,2799.9,274.6,0.05,973896.9,1
2021-07-16,Prince Edward Island,11,177481,,149.4,87.5,0,1039797.8,1
2021-07-16,Yukon,60,,,,,,,0
2021-07-16,Northwest Territories,61,25355,,27.9,61.1,0,555969.7,1
2021-07-16,Nunavut,62,18398,,22.9,56.4,0,453980.2,1
2021-07-16,Canada,1,37884924,,56244.6,144.5,0.73,973157.4,
2021-07-17,British Columbia,59,2993863,39849,5692.7,107,0.99,562827.7,1
2021-07-17,Alberta,48,4790402,39317,5616.7,123.6,0.77,1054432.1,1
2021-07-17,Saskatchewan,47,942649,8636,1233.7,103.3,2.43,788957.7,1
2021-07-17,Manitoba,46,898494,11650,1664.3,118.1,3.13,637581.1,1
2021-07-17,Ontario,35,16213459,158159,22594.1,149.5,0.67,1073069.9,1
2021-07-17,Quebec,24,10169150,101936,14562.3,167.5,0.52,1169451.3,1
2021-07-17,Newfoundland and Labrador,10,310294,2434,347.7,66.1,1.64,589944,1
2021-07-17,New Brunswick,13,385359,4480,640,78.8,0.22,474544.4,1
2021-07-17,Nova Scotia,12,995865,19848,2835.4,278.1,0.04,976601.5,1
2021-07-17,Prince Edward Island,11,177576,1003,143.3,83.9,0,1040354.3,1
2021-07-17,Yukon,60,,,,,,,0
2021-07-17,Northwest Territories,61,25364,183,26.1,57.3,0,556167.1,1
2021-07-17,Nunavut,62,18408,155,22.1,54.6,0,454226.9,1
2021-07-17,Canada,1,37930088,387650,55378.6,142.3,0.76,974317.6,
2021-07-18,British Columbia,59,3000682,,5928.6,111.5,1.01,564109.7,1
2021-07-18,Alberta,48,4794749,,5664.6,124.7,0.8,1055388.9,1
2021-07-18,Saskatchewan,47,943551,,1230.9,103,2.38,789712.6,1
2021-07-18,Manitoba,46,899776,,1650.7,117.1,3.17,638490.9,1
2021-07-18,Ontario,35,16225026,,21970.4,145.4,0.67,1073835.4,1
2021-07-18,Quebec,24,10179186,,14313.4,164.6,0.53,1170605.5,1
